id,city,district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
0,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,351,Yes,exterior, floor 1,2300000
1,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,298,Yes,exterior, floor 3,1750000
2,Barcelona,Eixample,Sant Antoni,good condition,Penthouse,2,90,Yes,exterior, floor 7,590000
3,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,130,Yes,exterior, floor 1,450000
4,Barcelona,Horta-Guinardó,Can Baró,good condition,Terraced,3,110,No,exterior,Multiple,430000
5,Barcelona,Eixample,el Fort Pienc,good condition,Penthouse,5,161,Yes,exterior, floor 7,690000
6,Barcelona,Eixample,la Sagrada Família,good condition,Duplex,2,110,No,exterior, floor 1,395000
7,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,106,Yes,exterior, floor 1,595000
8,Barcelona,Les Corts,Pedralbes,good condition,Flat,2,62,Yes,exterior, floor 5,450000
9,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,5,152,Yes,exterior, floor 5,665000
10,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,3,83,Yes,exterior, floor 2,270000
11,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,80,Yes,exterior, floor 1,690000
12,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,80,Yes,exterior, floor 3,630000
13,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,132,Yes,exterior, floor 1,790000
14,Barcelona,Sant Martí,el Poblenou,good condition,Flat,1,41,No,exterior, floor 1,177000
15,Barcelona,Les Corts,les Corts,good condition,Flat,2,80,Yes,exterior, floor 1,375000
16,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,170,Yes,exterior, floor 3,950000
17,Barcelona,Les Corts,Pedralbes,good condition,Flat,3,110,Yes,exterior, floor 8,800000
18,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,3,65,No,exterior, floor 1,169000
19,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,194,Yes,exterior, floor 2,840000
20,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,3,79,No,exterior,ground floor,329000
21,Barcelona,Sant Martí,el Poblenou,good condition,Flat,3,168,Yes,exterior, floor 25,1090000
22,Barcelona,Sant Andreu,el Congrés i els Indians,good condition,Flat,2,64,Yes,exterior, floor 1,185000
23,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,good condition,Flat,3,130,Yes,exterior,mezzanine,695000
24,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,good condition,Flat,3,111,Yes,exterior, floor 4,586000
25,Barcelona,Sant Martí,Sant Martí de Provençals,good condition,Flat,4,83,Yes,exterior, floor 3,239000
26,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,120,Yes,exterior, floor 6,790000
27,Barcelona,Eixample,Sant Antoni,good condition,Flat,5,181,Yes,exterior, floor 2,995000
28,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,94,Yes,exterior, floor 1,420000
29,Barcelona,Sant Martí,el Poblenou,good condition,Flat,3,195,Yes,exterior, floor 3,640000
30,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Penthouse,2,108,Yes,exterior, floor 6,649000
31,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,169,Yes,exterior, floor 1,775000
32,Barcelona,Sant Martí,el Clot,good condition,Flat,4,93,Yes,exterior, floor 6,340000
33,Barcelona,Eixample,Sant Antoni,good condition,Flat,4,140,Yes,exterior, floor 5,495000
34,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,good condition,Flat,4,102,Yes,exterior, floor 3,345000
35,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,174,Yes,exterior, floor 1,950000
36,Barcelona,Sants-Montjuïc,la Bordeta,good condition,Detached,4,239,No,exterior,Multiple,690000
37,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,153,Yes,exterior, floor 9,1495000
38,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,144,Yes,exterior, floor 1,650000
39,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,4,124,Yes,exterior, floor 3,530000
40,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,115,Yes,exterior, floor 2,660000
41,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,131,Yes,exterior, floor 6,560000
42,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Duplex,2,100,Yes,exterior, floor 5,800000
43,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,115,Yes,exterior, floor 3,990000
44,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,277,Yes,exterior, floor 5,1900000
45,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,3,104,Yes,exterior, floor 1,470000
46,Barcelona,Sant Martí,el Poblenou,good condition,Flat,2,71,Yes,interior, floor 2,370000
47,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,good condition,Flat,4,228,Yes,interior,ground floor,650000
48,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,160,Yes,exterior, floor 7,880000
49,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,House,5,380,No,exterior,Multiple,1750000
50,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Detached,6,585,No,exterior,Multiple,2350000
51,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,7,271,Yes,exterior, floor 1,1800000
52,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,82,Yes,exterior, floor 3,380000
53,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,175,Yes,exterior, floor 4,1600000
54,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,2,84,Yes,exterior, floor 3,475000
55,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,1,63,Yes,exterior, floor 1,335000
56,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,4,189,Yes,exterior, floor 7,1175000
57,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,150,Yes,exterior,ground floor,780000
58,Barcelona,Horta-Guinardó,el Carmel,good condition,Flat,3,50,Yes,exterior,mezzanine,135000
59,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Penthouse,3,130,Yes,exterior, floor 9,530000
60,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Duplex,3,223,Yes,exterior, floor 8,1995000
61,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Duplex,3,153,Yes,exterior, floor 8,1495000
62,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,85,Yes,exterior, floor 2,339000
63,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,160,Yes,exterior, floor 4,850000
64,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,120,Yes,exterior, floor 3,575000
65,Barcelona,Les Corts,Pedralbes,good condition,Flat,4,206,Yes,exterior, floor 11,1250000
66,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,4,232,Yes,exterior, floor 2,1175000
67,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,203,Yes,exterior, floor 1,1095000
68,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,1,59,Yes,exterior, floor 4,480000
69,Barcelona,Eixample,Sant Antoni,good condition,Penthouse,4,167,Yes,exterior, floor 6,695000
70,Barcelona,Les Corts,Pedralbes,good condition,Flat,5,232,Yes,exterior, floor 2,1660000
71,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Duplex,4,800,Yes,exterior,ground floor,1700000
72,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,86,No,exterior,ground floor,298000
73,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,4,105,Yes,exterior, floor 2,425000
74,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,145,Yes,exterior, floor 1,680000
75,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,155,Yes,exterior, floor 4,875000
76,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,148,Yes,exterior, floor 3,995000
77,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,4,102,Yes,exterior, floor 3,440000
78,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,250,Yes,exterior, floor 2,1100000
79,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,101,Yes,exterior, floor 3,625000
80,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,3,100,Yes,exterior, floor 2,385000
81,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Penthouse,2,88,Yes,exterior, floor 4,710000
82,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,1,77,Yes,exterior, floor 1,260000
83,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,87,Yes,exterior, floor 5,399000
84,Barcelona,Sant Martí,el Clot,good condition,Flat,1,60,Yes,exterior, floor 1,179000
85,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Detached,4,243,No,exterior,Multiple,650000
86,Barcelona,Eixample,el Fort Pienc,good condition,Flat,3,118,Yes,exterior, floor 2,445000
87,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Semi-detached,5,311,No,exterior,Multiple,960000
88,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Flat,3,118,Yes,exterior, floor 2,795000
89,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,72,Yes,exterior, floor 5,450000
90,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,3,68,No,exterior, floor 3,233150
91,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,87,Yes,exterior, floor 5,365000
92,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,90,Yes,exterior, floor 1,690000
93,Barcelona,Sarrià-Sant Gervasi,Vallvidrera - el Tibidabo i les Planes,good condition,Detached,5,380,No,exterior,Multiple,830000
94,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,225,Yes,exterior, floor 6,1100000
95,Barcelona,Sant Martí,el Besòs i el Maresme,good condition,Flat,3,94,Yes,exterior, floor 7,359000
96,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,House,6,296,No,exterior,Multiple,1350000
97,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,1,81,No,exterior,mezzanine,430000
98,Barcelona,Horta-Guinardó,la Font d'en Fargues,good condition,Rustic,5,161,No,exterior,Multiple,490000
99,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,3,140,Yes,exterior, floor 5,1050000
100,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,134,Yes,exterior, floor 4,595000
101,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,1,86,Yes,exterior, floor 4,390000
102,Barcelona,Les Corts,les Corts,good condition,Flat,4,170,Yes,exterior, floor 1,668000
103,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Duplex,3,197,Yes,exterior, floor 2,800000
104,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Penthouse,4,145,Yes,exterior, floor 5,760000
105,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Duplex,3,170,Yes,exterior,ground floor,490000
106,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,101,Yes,interior, floor 3,309000
107,Barcelona,Horta-Guinardó,la Font d'en Fargues,good condition,Flat,4,122,No,exterior, floor 2,449000
108,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,2,213,Yes,exterior, floor 7,1500000
109,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,105,Yes,exterior, floor 2,630000
110,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,318,Yes,exterior, floor 4,2500000
111,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,80,Yes,exterior, floor 2,365000
112,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,4,90,Yes,exterior, floor 4,370000
113,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,4,109,Yes,exterior, floor 7,475000
114,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,110,Yes,exterior, floor 3,645000
115,Barcelona,Eixample,el Fort Pienc,good condition,Flat,4,97,Yes,exterior, floor 2,495000
116,Barcelona,Eixample,Sant Antoni,good condition,Penthouse,3,101,Yes,exterior, floor 5,480000
117,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,3,130,Yes,exterior,mezzanine,630000
118,Barcelona,Gràcia,Vallcarca i els Penitents,good condition,Semi-detached,4,364,No,exterior,Multiple,1149000
119,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Semi-detached,5,465,No,exterior,Multiple,3370000
120,Barcelona,Les Corts,les Corts,good condition,Flat,3,88,Yes,exterior, floor 2,389000
121,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,4,85,Yes,exterior, floor 6,375000
122,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,113,Yes,exterior,mezzanine,378000
123,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,108,Yes,exterior,mezzanine,375000
124,Barcelona,Sants-Montjuïc,la Bordeta,good condition,Flat,4,90,Yes,exterior, floor 3,279500
125,Barcelona,Les Corts,les Corts,good condition,Flat,2,134,Yes,exterior, floor 1,670000
126,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,217,Yes,exterior, floor 4,1150000
127,Barcelona,Les Corts,les Corts,good condition,Flat,3,121,Yes,exterior, floor 6,1454000
128,Barcelona,Les Corts,les Corts,good condition,Flat,3,95,Yes,exterior, floor 5,1082000
129,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,125,Yes,exterior, floor 5,690000
130,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,71,Yes,exterior, floor 3,348000
131,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,3,90,No,exterior,ground floor,490000
132,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,90,Yes,exterior, floor 3,760000
133,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,148,Yes,exterior,mezzanine,1325000
134,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,5,206,Yes,exterior, floor 4,1095000
135,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,good condition,Penthouse,4,147,Yes,exterior, floor 5,790000
136,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,118,Yes,exterior, floor 3,975000
137,Barcelona,Eixample,la Sagrada Família,good condition,Flat,3,121,Yes,exterior, floor 1,465000
138,Barcelona,Gràcia,la Salut,good condition,Flat,3,91,Yes,exterior, floor 1,499000
139,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,93,Yes,exterior, floor 8,405000
140,Barcelona,Horta-Guinardó,la Font d'en Fargues,good condition,Flat,2,64,No,exterior,ground floor,149000
141,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,138,Yes,exterior, floor 2,850000
142,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,126,Yes,exterior, floor 1,735000
143,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,130,Yes,exterior, floor 1,795000
144,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,2,132,Yes,exterior,mezzanine,599000
145,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,135,Yes,exterior, floor 4,895000
146,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,115,Yes,exterior, floor 4,615000
147,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,144,Yes,exterior, floor 4,630000
148,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,141,Yes,exterior, floor 3,825000
149,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,128,Yes,exterior, floor 4,749000
150,Barcelona,Les Corts,Pedralbes,good condition,Flat,4,225,Yes,exterior, floor 1,1350000
151,Barcelona,Eixample,el Fort Pienc,good condition,Flat,3,158,Yes,exterior, floor 4,599000
152,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,2,102,Yes,exterior, floor 4,595000
153,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,173,Yes,exterior, floor 4,1600000
154,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,136,Yes,exterior,mezzanine,745000
155,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,6,235,Yes,exterior, floor 4,1220000
156,Barcelona,Ciutat Vella,la Barceloneta,good condition,Flat,3,76,No,exterior, floor 3,395000
157,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,122,Yes,exterior, floor 1,620000
158,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,78,Yes,exterior, floor 3,390000
159,Barcelona,Sant Martí,la Verneda i la Pau,good condition,Flat,3,79,No,exterior, floor 1,150000
160,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,108,No,exterior, floor 2,298000
161,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,109,Yes,exterior, floor 1,380000
162,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,good condition,Flat,3,73,Yes,exterior,ground floor,283000
163,Barcelona,Nou Barris,les Roquetes,good condition,Flat,3,105,No,exterior, floor 1,240000
164,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,4,154,Yes,exterior, floor 3,590000
165,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,2,65,Yes,interior, floor 4,290000
166,Barcelona,Horta-Guinardó,el Baix Guinardó,good condition,Flat,3,122,Yes,exterior, floor 3,450000
167,Barcelona,Nou Barris,la Prosperitat,good condition,Penthouse,2,60,Yes,exterior, floor 4,254900
168,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,87,Yes,exterior, floor 4,354000
169,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,116,Yes,exterior,mezzanine,845000
170,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,240,Yes,exterior, floor 6,960000
171,Barcelona,Les Corts,les Corts,good condition,Flat,4,96,Yes,exterior, floor 4,385000
172,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,3,88,Yes,exterior, floor 1,340000
173,Barcelona,Sant Martí,el Clot,good condition,Penthouse,3,114,Yes,exterior, floor 5,465000
174,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,5,152,Yes,exterior, floor 4,750000
175,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Duplex,2,107,Yes,exterior,ground floor,698000
176,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,3,148,Yes,exterior, floor 2,1300000
177,Barcelona,Eixample,Sant Antoni,good condition,Flat,3,140,Yes,exterior, floor 8,635000
178,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,good condition,Penthouse,2,42,Yes,exterior, floor 6,192100
179,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,180,Yes,exterior, floor 1,1095000
180,Barcelona,Horta-Guinardó,el Baix Guinardó,good condition,Flat,3,87,Yes,exterior, floor 5,625000
181,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,4,139,Yes,exterior, floor 3,1100000
182,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,Penthouse,4,365,Yes,exterior, floor 5,2150000
183,Barcelona,Gràcia,Vallcarca i els Penitents,good condition,Penthouse,2,80,Yes,exterior, floor 4,429000
184,Barcelona,Sant Martí,el Poblenou,good condition,Penthouse,2,93,No,exterior, floor 2,455000
185,Barcelona,Nou Barris,Vilapicina i la Torre Llobeta,good condition,Penthouse,3,125,Yes,exterior, floor 5,460000
186,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Penthouse,5,155,Yes,exterior, floor 9,890000
187,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,134,Yes,exterior, floor 1,790000
188,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,2,112,Yes,exterior,mezzanine,550000
189,Barcelona,Les Corts,les Corts,good condition,Flat,4,95,Yes,exterior, floor 8,560000
190,Barcelona,Sant Andreu,Sant Andreu,good condition,Terraced,3,75,No,exterior,Multiple,298000
191,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,1,52,Yes,exterior, floor 5,370000
192,Barcelona,Les Corts,les Corts,good condition,Flat,2,105,Yes,exterior,ground floor,573000
193,Barcelona,Les Corts,les Corts,good condition,Flat,3,76,Yes,exterior, floor 3,339500
194,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,101,Yes,interior, floor 3,437500
195,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,146,Yes,exterior, floor 1,1430000
196,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,3,169,Yes,exterior, floor 6,1650000
197,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,2,82,Yes,exterior, floor 3,379000
198,Barcelona,Eixample,la Sagrada Família,good condition,Flat,4,84,Yes,exterior, floor 4,320000
199,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,good condition,Flat,2,74,No,exterior, floor 2,315000
200,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,good condition,Flat,3,75,Yes,exterior, floor 2,540000
201,Barcelona,Eixample,Sant Antoni,good condition,Flat,4,136,Yes,exterior, floor 4,820000
202,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,4,130,Yes,exterior, floor 1,720000
203,Barcelona,Sarrià-Sant Gervasi,Sarrià,good condition,Flat,3,126,Yes,exterior, floor 1,790000
204,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,3,93,Yes,exterior, floor 8,405000
205,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,House,5,311,No,exterior,Multiple,990000
206,Barcelona,Sant Martí,el Poblenou,good condition,Flat,3,90,Yes,interior,ground floor,330000
207,Barcelona,Eixample,la Nova Esquerra de l'Eixample,good condition,Flat,3,93,Yes,exterior, floor 8,415000
208,Barcelona,Sant Martí,Provençals del Poblenou,good condition,Flat,4,91,Yes,exterior, floor 5,260000
209,Barcelona,Sants-Montjuïc,Sants,good condition,Flat,4,86,Yes,exterior, floor 1,320000
210,Barcelona,Sant Martí,la Verneda i la Pau,good condition,Flat,4,81,Yes,exterior, floor 6,270000
211,Barcelona,Ciutat Vella,el Raval,good condition,Penthouse,2,63,Yes,exterior, floor 5,349000
212,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,104,Yes,exterior, floor 2,660000
213,Barcelona,Les Corts,Pedralbes,good condition,House,9,605,No,exterior,Multiple,4500000
214,Barcelona,Les Corts,Pedralbes,good condition,House,7,900,No,exterior,Multiple,10000000
215,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,good condition,House,2,224,No,exterior,Multiple,2750000
216,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,House,3,134,No,exterior,Multiple,780000
217,Barcelona,Horta-Guinardó,la Teixonera,good condition,House,3,79,No,exterior,Multiple,199520
218,Barcelona,Les Corts,Pedralbes,good condition,House,5,340,No,exterior,Multiple,2060000
219,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,House,5,248,No,exterior,Multiple,1950000
220,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,House,6,474,No,exterior,Multiple,2350000
221,Barcelona,Nou Barris,la Trinitat Nova,good condition,Flat,3,104,No,exterior, floor 3,176000
222,Barcelona,Eixample,el Fort Pienc,good condition,Flat,3,78,Yes,exterior, floor 2,499000
223,Barcelona,Gràcia,el Camp d'en Grassot i Gràcia Nova,good condition,Flat,3,97,Yes,exterior, floor 5,339000
224,Barcelona,Les Corts,Pedralbes,good condition,House,4,185,No,exterior,Multiple,860000
225,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,4,107,Yes,exterior, floor 4,460000
226,Barcelona,Gràcia,la Vila de Gràcia,good condition,Flat,2,65,Yes,exterior, floor 2,245000
227,Barcelona,Les Corts,la Maternitat i Sant Ramon,good condition,Flat,4,101,Yes,exterior, floor 3,437000
228,Barcelona,Horta-Guinardó,el Guinardó,good condition,Flat,1,56,Yes,interior, floor 4,169000
229,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Flat,2,70,Yes,exterior, floor 1,385000
230,Barcelona,Sant Martí,el Clot,good condition,Penthouse,3,99,Yes,exterior, floor 9,430000
231,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,3,125,Yes,exterior, floor 1,590000
232,Barcelona,Eixample,el Fort Pienc,good condition,Flat,1,77,Yes,exterior,mezzanine,350000
233,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,3,120,Yes,exterior, floor 2,1200000
234,Barcelona,Ciutat Vella,el Raval,good condition,Flat,3,117,Yes,exterior, floor 2,540000
235,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Flat,5,242,Yes,exterior, floor 5,980000
236,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,good condition,Flat,4,180,Yes,exterior, floor 4,860000
237,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - la Bonanova,good condition,Penthouse,3,151,Yes,exterior, floor 7,690000
238,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,good condition,Penthouse,2,151,Yes,exterior, floor 7,690000
239,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,100,Yes,exterior, floor 4,640000
240,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Penthouse,3,95,Yes,exterior, floor 6,790000
241,Barcelona,Ciutat Vella,el Barri Gòtic,good condition,Flat,3,145,No,exterior, floor 2,560000
242,Barcelona,Gràcia,Vallcarca i els Penitents,good condition,Penthouse,2,108,Yes,exterior, floor 3,530000
243,Barcelona,Les Corts,les Corts,good condition,Flat,2,82,Yes,exterior, floor 4,862000
244,Barcelona,Les Corts,les Corts,good condition,Flat,2,98,Yes,exterior, floor 2,595000
245,Barcelona,Eixample,la Dreta de l'Eixample,good condition,Flat,2,125,Yes,interior,mezzanine,890000
