id,city,district,neighborhood,condition,type,rooms,area_m2,lift,views,floor,prices
1574,Barcelona,Sants-Montjuïc,Sants,new,Flat,3,83,Yes,exterior, floor 1,437000
1575,Barcelona,Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 1,325000
1576,Barcelona,Sants-Montjuïc,Sants,new,Flat,3,78,Yes,exterior,ground floor,360000
1577,Barcelona,Sants-Montjuïc,Sants,new,Flat,2,60,Yes,exterior, floor 2,337000
1578,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 5,720000
1579,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,70,Yes,exterior, floor 2,465000
1580,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,64,Yes,exterior, floor 2,425000
1581,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,66,Yes,exterior, floor 1,430000
1582,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,59,Yes,exterior, floor 1,385000
1583,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,94,Yes,exterior,mezzanine,600000
1584,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,86,Yes,exterior,mezzanine,545000
1585,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,95,Yes,exterior, floor 4,565000
1586,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,2,81,Yes,exterior, floor 1,595000
1587,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 2,530000
1588,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,3,89,Yes,exterior, floor 3,540000
1589,Barcelona,Eixample,la Nova Esquerra de l'Eixample,new,Flat,2,72,Yes,exterior, floor 1,580000
1590,Barcelona,Sant Martí,el Clot,new,Flat,2,65,Yes,exterior, floor 3,415000
1591,Barcelona,Sant Martí,el Clot,new,Flat,2,62,Yes,exterior, floor 1,350000
1592,Barcelona,Sant Martí,el Clot,new,Flat,2,72,Yes,exterior, floor 4,475000
1593,Barcelona,Sant Martí,el Clot,new,Flat,2,72,Yes,exterior, floor 3,415000
1594,Barcelona,Sant Martí,el Clot,new,Flat,2,62,Yes,exterior, floor 2,375000
1595,Barcelona,Sant Martí,el Clot,new,Flat,2,65,Yes,exterior, floor 4,395000
1596,Barcelona,Sant Martí,el Clot,new,Flat,3,80,Yes,exterior, floor 2,425000
1597,Barcelona,Sant Martí,el Clot,new,Flat,3,103,Yes,exterior, floor 1,470000
1598,Barcelona,Sant Martí,el Clot,new,Flat,3,104,Yes,exterior, floor 2,496128
1599,Barcelona,Sant Martí,el Clot,new,Duplex,2,81,Yes,exterior, floor 2,365000
1600,Barcelona,Sant Martí,el Clot,new,Flat,4,112,Yes,exterior, floor 3,594448
1601,Barcelona,Sant Martí,el Clot,new,Duplex,2,76,Yes,exterior, floor 2,360000
1602,Barcelona,Sant Martí,el Clot,new,Flat,1,70,Yes,exterior,ground floor,268000
1603,Barcelona,Eixample,la Sagrada Família,new,Flat,2,101,Yes,exterior, floor 2,530000
1604,Barcelona,Les Corts,les Corts,new,Duplex,2,100,Yes,exterior, floor 1,670000
1605,Barcelona,Les Corts,les Corts,new,Duplex,2,76,Yes,exterior, floor 1,550000
1606,Barcelona,Les Corts,les Corts,new,Duplex,2,73,Yes,exterior, floor 5,715000
1607,Barcelona,Les Corts,les Corts,new,Duplex,2,71,Yes,exterior, floor 1,530500
1608,Barcelona,Les Corts,les Corts,new,Flat,2,65,Yes,exterior, floor 5,692000
1609,Barcelona,Les Corts,les Corts,new,Duplex,2,115,Yes,exterior, floor 5,1600000
1610,Barcelona,Les Corts,les Corts,new,Flat,2,71,Yes,exterior, floor 2,550000
1611,Barcelona,Les Corts,les Corts,new,Flat,2,102,Yes,exterior, floor 1,683000
1612,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,109,Yes,exterior,mezzanine,695000
1613,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 3,695000
1614,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 4,505000
1615,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,100,Yes,exterior, floor 1,660000
1616,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 5,520000
1617,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,2,101,Yes,exterior, floor 4,715000
1618,Barcelona,Eixample,la Dreta de l'Eixample,new,Flat,1,71,Yes,exterior, floor 3,485000
1619,Barcelona,Gràcia,la Salut,new,Duplex,2,97,Yes,exterior,ground floor,510000
1620,Barcelona,Gràcia,la Salut,new,Duplex,1,75,Yes,exterior,ground floor,350000
1621,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,88,Yes,exterior, floor 1,394000
1622,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,84,Yes,exterior, floor 2,545000
1623,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,84,Yes,exterior,mezzanine,530000
1624,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,82,Yes,exterior,mezzanine,510000
1625,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 2,628000
1626,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 5,675000
1627,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 4,660000
1628,Barcelona,Eixample,la Sagrada Família,new,Flat,3,120,Yes,exterior, floor 3,640000
1629,Barcelona,Gràcia,Vallcarca i els Penitents,new,Flat,3,120,Yes,exterior, floor 2,495000
1630,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,2,56,Yes,exterior, floor 4,326000
1631,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,4,101,Yes,exterior,ground floor,545000
1632,Barcelona,Sant Andreu,el Congrés i els Indians,new,Penthouse,2,84,Yes,exterior, floor 4,430000
1633,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 3,360000
1634,Barcelona,Sant Andreu,el Congrés i els Indians,new,Flat,2,84,Yes,exterior, floor 1,340000
1635,Barcelona,Sant Andreu,el Congrés i els Indians,new,Duplex,3,118,Yes,exterior,ground floor,480000
1636,Barcelona,Sant Martí,el Poblenou,new,Flat,3,96,Yes,exterior, floor 1,535000
1637,Barcelona,Sant Martí,el Poblenou,new,Flat,3,96,Yes,exterior, floor 4,570000
1638,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 4,537500
1639,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 2,387125
1640,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 3,390000
1641,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 1,375250
1642,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 5,555000
1643,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 1,349125
1644,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 2,358125
1645,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,2,73,Yes,exterior, floor 3,420000
1646,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,1,66,Yes,exterior, floor 5,415000
1647,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 2,482125
1648,Barcelona,Sant Martí,la Vila Olímpica del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,473575
1649,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,98,Yes,exterior, floor 1,398500
1650,Barcelona,Horta-Guinardó,el Guinardó,new,Duplex,1,103,Yes,exterior,ground floor,262000
1651,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,2,83,Yes,exterior, floor 1,351500
1652,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,4,158,Yes,exterior, floor 1,685500
1653,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,3,94,Yes,exterior, floor 1,474000
1654,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,2,67,Yes,exterior, floor 1,342000
1655,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,3,105,Yes,exterior, floor 4,1280000
1656,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,62,Yes,exterior, floor 3,583000
1657,Barcelona,Sarrià-Sant Gervasi,el Putxet i el Farró,new,Flat,2,63,Yes,exterior, floor 2,561000
1658,Barcelona,Sant Martí,el Clot,new,Flat,3,101,Yes,exterior, floor 1,459000
1659,Barcelona,Sant Martí,el Clot,new,Flat,2,92,Yes,exterior, floor 1,399000
1660,Barcelona,Sant Martí,el Clot,new,Flat,4,130,Yes,exterior, floor 1,570000
1661,Barcelona,Ciutat Vella,el Raval,new,Flat,1,58,Yes,exterior, floor 1,339000
1662,Barcelona,Ciutat Vella,el Raval,new,Flat,2,60,Yes,exterior, floor 1,364000
1663,Barcelona,Ciutat Vella,el Raval,new,Flat,1,86,Yes,exterior,ground floor,462000
1664,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Penthouse,2,57,Yes,exterior, floor 8,795000
1665,Barcelona,Les Corts,les Corts,new,Flat,2,185,Yes,exterior, floor 5,1600000
1666,Barcelona,Les Corts,les Corts,new,Flat,2,99,Yes,exterior, floor 5,715000
1667,Barcelona,Gràcia,la Salut,new,Flat,2,72,Yes,exterior, floor 4,520000
1668,Barcelona,Gràcia,la Salut,new,Flat,2,72,Yes,exterior, floor 3,495000
1669,Barcelona,Gràcia,la Salut,new,Flat,3,94,Yes,exterior, floor 4,630000
1670,Barcelona,Gràcia,la Salut,new,Flat,1,51,Yes,exterior, floor 1,322000
1671,Barcelona,Gràcia,la Salut,new,Flat,3,94,Yes,exterior, floor 3,615000
1672,Barcelona,Gràcia,la Salut,new,Flat,1,61,Yes,exterior, floor 1,350000
1673,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 2,435200
1674,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,1,55,Yes,exterior, floor 4,378000
1675,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,2,64,Yes,exterior, floor 3,448000
1676,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 2,255697
1677,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 3,255697
1678,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 1,241815
1679,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 2,247633
1680,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 3,246467
1681,Barcelona,Eixample,Sant Antoni,new,Flat,3,95,Yes,exterior, floor 4,565000
1682,Barcelona,Eixample,Sant Antoni,new,Flat,2,81,Yes,exterior, floor 1,595000
1683,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Flat,2,85,Yes,exterior, floor 1,470000
1684,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Penthouse,2,100,Yes,exterior, floor 2,595000
1685,Barcelona,Sants-Montjuïc,el Poble Sec - AEI Parc de Montjuïc,new,Flat,2,86,Yes,exterior,ground floor,425000
1686,Barcelona,Sant Martí,Diagonal Mar i el Front Marítim del Poblenou,new,Flat,2,78,Yes,exterior,ground floor,420000
1687,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,2,57,Yes,exterior, floor 4,296000
1688,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Penthouse,1,46,Yes,exterior, floor 4,264000
1689,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,48,Yes,exterior,ground floor,265000
1690,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,55,Yes,exterior, floor 1,256000
1691,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,53,Yes,exterior,ground floor,280000
1692,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,2,77,Yes,exterior,ground floor,295000
1693,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,3,68,Yes,exterior, floor 2,315000
1694,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,4,99,Yes,exterior, floor 3,620000
1695,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,62,Yes,exterior, floor 3,440000
1696,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,81,Yes,exterior, floor 1,395000
1697,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,78,Yes,exterior, floor 2,370000
1698,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,78,Yes,exterior, floor 1,360000
1699,Barcelona,Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 2,620000
1700,Barcelona,Les Corts,les Corts,new,Flat,3,190,Yes,exterior, floor 4,750000
1701,Barcelona,Les Corts,les Corts,new,Duplex,2,159,Yes,exterior,ground floor,560000
1702,Barcelona,Les Corts,les Corts,new,Flat,3,114,Yes,exterior, floor 3,620000
1703,Barcelona,Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 3,650000
1704,Barcelona,Les Corts,les Corts,new,Flat,3,122,Yes,exterior, floor 1,590000
1705,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Duplex,3,131,Yes,exterior, floor 1,830000
1706,Barcelona,Eixample,l'Antiga Esquerra de l'Eixample,new,Flat,3,113,Yes,exterior, floor 5,1325000
1707,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,85,Yes,exterior, floor 2,395000
1708,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,84,Yes,exterior, floor 1,385000
1709,Barcelona,Sant Andreu,la Sagrera,new,Duplex,4,128,Yes,exterior,ground floor,580000
1710,Barcelona,Sant Andreu,la Sagrera,new,Flat,3,84,Yes,exterior, floor 1,390000
1711,Barcelona,Horta-Guinardó,Horta,new,Flat,3,113,Yes,exterior,ground floor,285000
1712,Barcelona,Sant Martí,el Poblenou,new,Flat,3,99,Yes,exterior, floor 2,643496
1713,Barcelona,Sant Martí,el Poblenou,new,Flat,3,118,Yes,exterior, floor 1,680434
1714,Barcelona,Sant Martí,el Poblenou,new,Flat,3,109,Yes,exterior, floor 1,527258
1715,Barcelona,Sant Martí,el Poblenou,new,Flat,3,112,Yes,exterior,ground floor,695610
1716,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 3,413729
1717,Barcelona,Sant Martí,el Poblenou,new,Flat,2,68,Yes,exterior, floor 2,409877
1718,Barcelona,Sant Martí,el Poblenou,new,Flat,3,85,Yes,exterior, floor 4,545713
1719,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 1,560204
1720,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 4,429209
1721,Barcelona,Sant Martí,el Poblenou,new,Flat,2,62,Yes,exterior, floor 1,387537
1722,Barcelona,Sarrià-Sant Gervasi,Sarrià,new,Detached,5,572,No,exterior,Multiple,2985000
1723,Barcelona,Gràcia,la Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 3,506000
1724,Barcelona,Gràcia,la Vila de Gràcia,new,Flat,3,92,Yes,exterior, floor 2,453000
1725,Barcelona,Gràcia,la Vila de Gràcia,new,Flat,3,97,Yes,exterior, floor 4,523000
1726,Barcelona,Gràcia,la Vila de Gràcia,new,Duplex,3,175,Yes,exterior,ground floor,826000
1727,Barcelona,Horta-Guinardó,la Font d'en Fargues,new,Flat,2,76,Yes,exterior, floor 1,282000
1728,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,3,89,Yes,exterior, floor 2,285000
1729,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,2,70,Yes,exterior, floor 1,245000
1730,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,2,61,Yes,exterior, floor 2,224000
1731,Barcelona,Sants-Montjuïc,la Marina de Port,new,Flat,4,102,Yes,exterior, floor 6,456000
1732,Barcelona,Horta-Guinardó,el Carmel,new,Penthouse,3,79,Yes,exterior, floor 4,288000
1733,Barcelona,Horta-Guinardó,el Carmel,new,Penthouse,2,50,Yes,exterior, floor 4,220000
1734,Barcelona,Horta-Guinardó,el Carmel,new,Flat,3,62,Yes,exterior, floor 3,235000
1735,Barcelona,Horta-Guinardó,el Carmel,new,Flat,3,63,Yes,exterior, floor 1,268000
1736,Barcelona,Horta-Guinardó,el Carmel,new,Flat,2,56,Yes,exterior, floor 1,238000
1737,Barcelona,Horta-Guinardó,el Carmel,new,Flat,4,88,Yes,exterior, floor 3,298000
1738,Barcelona,Horta-Guinardó,el Carmel,new,Flat,2,56,Yes,exterior, floor 2,216000
1739,Barcelona,Horta-Guinardó,el Carmel,new,Flat,3,62,Yes,exterior, floor 2,258000
1740,Barcelona,Horta-Guinardó,el Carmel,new,Flat,2,56,Yes,exterior, floor 2,220000
1741,Barcelona,Horta-Guinardó,el Carmel,new,Flat,3,86,Yes,exterior,ground floor,269000
1742,Barcelona,Horta-Guinardó,el Guinardó,new,Duplex,2,75,Yes,exterior,ground floor,283000
1743,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,100,Yes,exterior, floor 2,435000
1744,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,1,50,Yes,exterior, floor 1,269000
1745,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,1,50,Yes,exterior, floor 1,259000
1746,Barcelona,Horta-Guinardó,el Guinardó,new,Flat,3,100,Yes,exterior, floor 3,450000
1747,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,new,Flat,3,200,Yes,exterior, floor 2,2360000
1748,Barcelona,Sarrià-Sant Gervasi,les Tres Torres,new,Flat,3,200,Yes,exterior, floor 3,2360000
1749,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,82,Yes,exterior, floor 3,540000
1750,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,82,Yes,exterior, floor 2,525000
1751,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Penthouse,1,67,Yes,exterior, floor 4,475000
1752,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,2,82,Yes,exterior, floor 1,500000
1753,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Penthouse,1,50,Yes,exterior, floor 4,360000
1754,Barcelona,Ciutat Vella,Sant Pere - Santa Caterina i la Ribera,new,Flat,1,50,Yes,exterior, floor 2,335000
1755,Barcelona,Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 2,345000
1756,Barcelona,Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 6,425000
1757,Barcelona,Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 4,355000
1758,Barcelona,Sant Andreu,Navas,new,Flat,2,77,Yes,exterior,mezzanine,340000
1759,Barcelona,Sant Andreu,Navas,new,Flat,2,77,Yes,exterior, floor 1,340000
1760,Barcelona,Horta-Guinardó,el Guinardó,new,Duplex,2,100,Yes,exterior,ground floor,485000
1761,Barcelona,Horta-Guinardó,el Guinardó,new,Duplex,2,94,Yes,exterior,ground floor,465000
1762,Barcelona,Horta-Guinardó,Can Baró,new,Duplex,2,105,Yes,exterior,ground floor,367500
1763,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 6,624000
1764,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,73,Yes,exterior, floor 2,648000
1765,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,70,Yes,exterior, floor 4,624000
1766,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 5,616000
1767,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,70,Yes,exterior, floor 3,616000
1768,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,73,Yes,exterior, floor 2,639000
1769,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 3,599000
1770,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,70,Yes,exterior, floor 2,607000
1771,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,73,Yes,exterior, floor 7,683000
1772,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,2,69,Yes,exterior, floor 2,591000
1773,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,108,Yes,exterior, floor 2,703000
1774,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,164,Yes,exterior, floor 2,986500
1775,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,153,Yes,exterior,ground floor,916000
1776,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,138,Yes,exterior, floor 2,826500
1777,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,105,Yes,exterior, floor 1,577000
1778,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,76,Yes,exterior, floor 1,496000
1779,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,115,Yes,exterior, floor 1,630000
1780,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,110,Yes,exterior, floor 2,717000
1781,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Penthouse,1,151,Yes,exterior, floor 2,907500
1782,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,118,Yes,exterior, floor 1,648000
1783,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,103,Yes,exterior,ground floor,545000
1784,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,63,Yes,exterior, floor 1,410000
1785,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,1,75,Yes,exterior,ground floor,452500
1786,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,4,114,Yes,exterior, floor 5,596000
1787,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,2,67,Yes,exterior, floor 4,375000
1788,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,3,95,Yes,exterior, floor 3,499000
1789,Barcelona,Sant Martí,el Parc i la Llacuna del Poblenou,new,Flat,4,119,Yes,exterior, floor 3,630000
1790,Barcelona,Sant Andreu,Sant Andreu,new,Flat,4,91,Yes,exterior, floor 2,410000
1791,Barcelona,Sant Andreu,Sant Andreu,new,Flat,3,88,Yes,exterior, floor 1,395000
1792,Barcelona,Sant Andreu,Sant Andreu,new,Flat,3,87,Yes,exterior, floor 1,380000
1793,Barcelona,Sant Andreu,Sant Andreu,new,Flat,4,114,Yes,exterior, floor 2,490000
1794,Barcelona,Sant Andreu,Sant Andreu,new,Flat,4,109,Yes,exterior, floor 1,480000
1795,Barcelona,Sant Andreu,Sant Andreu,new,Flat,3,84,Yes,exterior, floor 1,380000
1796,Barcelona,Sant Andreu,Sant Andreu,new,Duplex,4,147,Yes,exterior,ground floor,520000
1797,Barcelona,Sant Andreu,Sant Andreu,new,Duplex,3,120,Yes,exterior,ground floor,385000
1798,Barcelona,Sant Andreu,Sant Andreu,new,Duplex,3,96,Yes,exterior,ground floor,360000
1799,Barcelona,Sant Andreu,Sant Andreu,new,Duplex,4,114,Yes,exterior,ground floor,375000
1800,Barcelona,Sant Andreu,Sant Andreu,new,Duplex,3,112,Yes,exterior,ground floor,420000
1801,Barcelona,Horta-Guinardó,Horta,new,Flat,1,55,Yes,exterior,ground floor,162000
1802,Barcelona,Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 4,445000
1803,Barcelona,Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 3,410000
1804,Barcelona,Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 2,405000
1805,Barcelona,Sant Andreu,Sant Andreu,new,Flat,3,86,Yes,exterior, floor 1,400000
1806,Barcelona,Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 4,385000
1807,Barcelona,Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 3,350000
1808,Barcelona,Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 2,345000
1809,Barcelona,Sant Andreu,Sant Andreu,new,Flat,2,69,Yes,exterior, floor 1,340000
1810,Barcelona,Eixample,la Sagrada Família,new,Flat,3,148,Yes,exterior, floor 4,745000
1811,Barcelona,Horta-Guinardó,la Font d'en Fargues,new,Flat,3,112,Yes,exterior,ground floor,495000
1812,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Duplex,3,104,Yes,exterior, floor 4,620000
1813,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Duplex,3,104,Yes,exterior,ground floor,645000
1814,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,3,104,Yes,exterior, floor 1,429000
1815,Barcelona,Sant Martí,el Camp de l'Arpa del Clot,new,Flat,3,91,Yes,exterior, floor 1,409000
1816,Barcelona,Sant Martí,el Clot,new,Flat,3,95,Yes,exterior, floor 3,575000
1817,Barcelona,Sant Martí,el Clot,new,Flat,3,95,Yes,exterior,ground floor,457000
1818,Barcelona,Sant Martí,el Clot,new,Flat,2,83,Yes,exterior,ground floor,358000
1819,Barcelona,Sant Martí,el Clot,new,Flat,2,82,Yes,exterior, floor 2,398000
1820,Barcelona,Sant Martí,el Clot,new,Flat,3,91,Yes,exterior, floor 1,446000
1821,Barcelona,Sant Martí,el Clot,new,Flat,3,91,Yes,exterior, floor 2,455000
1822,Barcelona,Sant Martí,el Clot,new,Flat,2,81,Yes,exterior, floor 1,391000
1823,Barcelona,Sarrià-Sant Gervasi,Sant Gervasi - Galvany,new,Flat,1,78,Yes,exterior, floor 2,495000
1824,Barcelona,Horta-Guinardó,la Font d'en Fargues,new,Flat,3,115,Yes,exterior, floor 2,450000
1825,Barcelona,Ciutat Vella,el Barri Gòtic,new,Penthouse,2,140,Yes,exterior, floor 5,650000
1826,Barcelona,Ciutat Vella,el Barri Gòtic,new,Flat,2,100,Yes,exterior, floor 4,450000
1827,Barcelona,Ciutat Vella,el Barri Gòtic,new,Flat,2,100,Yes,exterior, floor 3,450000
1828,Barcelona,Sant Martí,el Poblenou,new,Flat,3,113,Yes,exterior, floor 3,750000
1829,Barcelona,Sant Martí,el Poblenou,new,Flat,3,113,Yes,exterior, floor 2,750000
1830,Barcelona,Sant Martí,el Poblenou,new,Flat,3,106,Yes,exterior, floor 1,690000
1831,Barcelona,Horta-Guinardó,la Teixonera,new,Flat,2,53,Yes,exterior, floor 1,252920
1832,Barcelona,Sants-Montjuïc,Sants - Badal,new,Flat,2,72,Yes,exterior, floor 2,340000
